culture_id,width,length,surface,volume
base_medium,2.9184641129748,13.2221086458039,121.228561397404,90.545328906363
base_medium,2.96235401538806,12.884507596168802,119.909793790603,91.8206572103778
base_medium,3.21338520379543,13.2078990832694,133.33568742158198,110.721756823204
base_medium,3.10331106447055,13.3711795060789,130.3601650697,103.957173839425
base_medium,3.21938298777071,13.429585500371498,135.82669269576002,112.161136022764
base_medium,3.04084838680769,12.2301032010547,116.835483921933,91.5200472364158
base_medium,2.9663203285323103,12.752253329123,118.837868148808,90.2693303598761
base_medium,2.9108162159991,14.2703432607754,130.496564430784,96.6290105138198
base_medium,3.08974830870764,14.447515542421998,140.23814103735202,110.046568136752
base_medium,2.7983475027309197,13.1026304475695,115.188735203128,82.9542628637775
base_medium,3.22034317138731,14.0772311146901,142.419437975163,118.647728519369
base_medium,3.0433235228789197,12.9110694910015,123.441222509821,96.550009857521
base_medium,3.2378094496757597,15.1168085055437,153.766337624611,127.894104869434
base_medium,3.13445029062487,13.2054078949673,130.035843719604,104.830750185859
base_medium,3.22614634459323,11.9792886034832,121.412936941079,101.064807072278
base_medium,3.19469935746288,13.4575247658693,135.065694119659,111.126656318107
base_medium,3.0685996762884105,14.3719225345154,138.549503962286,109.170677019942
base_medium,2.8555202481403796,11.2441165578332,100.869636467415,73.4980144129604
base_medium,3.26710925654629,12.9632803464517,133.054155882054,110.951268357433
base_medium,3.1640032988858504,13.2435450105572,131.640963479695,105.82502608975
base_medium,3.1594967000206804,11.8721778504501,117.841475771499,95.7475403229082
base_medium,3.18484298170709,12.1598717673544,121.6653454312,99.47853708968468
base_medium,3.0585956462368196,14.7177998463829,141.421301964652,111.427097722231
base_medium,3.06768434900458,13.234478939289698,127.546160743018,101.326694795151
base_medium,3.0175249711520804,12.6682053159172,120.092487037584,92.99604176870707
base_medium,2.90639172473217,15.1868565258927,138.666614036812,103.119957959804
base_medium,3.1021116211570297,13.581784040817098,132.362241758136,104.822178637555
base_medium,3.1683588512533905,12.967307513366,129.07259661164102,104.995305480497
base_medium,3.1023105119518,13.4445650134703,131.033364593099,104.247538227407
base_medium,3.0263805814920097,11.7587674323428,111.798303992906,87.5246609085281
base_medium,3.0753683323043104,14.243022136205198,137.609735466097,108.600231606139
base_medium,3.1283946822694997,14.0232855890666,137.822838588972,110.792446696768
base_medium,3.560107119407661,21.471790810051,240.149233961138,217.603872739638
base_medium,3.06323549070833,13.9414004634007,134.164204579585,105.43622480949401
base_medium,3.18756853741681,14.650835583353,146.714081401161,120.292485746782
base_medium,3.20315022871592,12.555061197982,126.341495798337,104.358535374209
base_medium,3.22913883057427,14.0223150211041,142.251321415282,118.472451442219
base_medium,3.10629785397578,14.3380801993907,139.921346105423,111.948827882551
base_medium,3.1886233548745095,12.5839678148237,126.058081803239,103.458138611333
base_medium,3.22382849930058,12.4931767261518,126.530343306119,105.723854614237
base_medium,3.10967276383668,13.237771053484302,129.32408915241,103.019176110785
base_medium,3.10967430596048,15.7421207077439,153.78997138007298,122.512290546684
base_medium,3.13806712747965,13.8153898694073,136.199416619659,110.07450843895398
base_medium,2.96305675414534,13.819586831326802,128.642627443929,97.5849400490649
base_medium,3.11077446265765,13.9828571827552,136.65147369626,108.685271301197
base_medium,3.0152993193537303,13.5007045795922,127.890043937043,98.6253769355652
base_medium,3.04087964348306,13.1556523563819,125.678645821774,99.291758869507
base_medium,3.0903654750307,13.4957917372817,131.026181257275,103.610626824412
base_medium,3.0352744202966404,12.8815141232275,122.832912234296,95.545489292106
base_medium,3.1578811904093302,11.2838633514373,111.944684658894,93.55378636036028
base_medium,3.2256337695368997,15.7305826917395,159.407863052264,131.90534312626102
base_medium,3.0997296380393897,14.1632555262896,137.92302668418,109.411532119514
base_medium,3.12729121856012,14.7436463944688,144.851535878328,115.770609756063
base_medium,3.14643972516311,13.662870644679598,135.055179942991,109.48538025729
base_medium,2.87578360531272,13.1736675876899,119.018035301121,87.56278605892159
base_medium,3.00453486607445,12.2375717859774,115.510741899572,89.67888689630959
base_medium,3.05443207728578,13.8030625057048,132.451170108684,103.792042884435
base_medium,3.17603111008542,14.6221596889221,145.896926499603,118.932051605524
base_medium,3.0656536179341902,13.6078473846159,131.05765286491,102.848329997171
base_medium,3.15673601327382,13.1387543533975,130.299374405796,105.970141691459
base_medium,3.04268522940948,13.661365668708902,130.587321782842,101.184340050919
base_medium,3.04469780538764,14.1323857178402,135.17909951171,105.537693985249
base_medium,3.09095347660132,13.175972192360598,127.945498469577,101.933722094924
base_medium,3.1587880715636496,13.121119681879804,130.209076549855,106.42766181568
base_medium,3.1183849752287,11.5459190538531,113.111851266703,91.2370567456726
base_medium,3.5670221174948797,20.1005403387702,225.249277744998,205.860874852994
base_medium,3.0823913786351698,14.9070409887192,144.354092093949,115.291551104557
base_medium,3.10754938018288,13.3675783215514,130.503046027599,104.067186384019
base_medium,2.9800180475394,13.1603942813295,123.207648186119,94.2204166133993
base_medium,3.0812453582717096,14.2735514205653,138.168231555571,108.144531824361
base_medium,3.1467422360234796,14.6613389591083,144.938805050637,116.469101005624
base_medium,3.1120816536506,13.341874369297098,130.442076266606,104.501469665199
glucose_5,2.8168654992531494,9.908997697312651,87.689119808307,64.0381691883436
glucose_5,3.04380805047903,8.5933367124342,82.1729660343681,66.1049604008898
glucose_5,3.2598925907447898,9.37435868016703,96.00519409194771,80.9217761479147
glucose_5,2.9756126398702403,8.7258782981977,81.5709309860849,63.1077300302154
glucose_5,2.94028427698144,8.47078075427477,78.246088313984,59.5869726595912
glucose_5,2.98483089003105,8.98402920446399,84.24434505606871,64.6855942450095
glucose_5,2.8952317890544803,9.702818399373651,88.2533326566841,66.0242713246995
glucose_5,2.96684555721816,10.7332979203114,100.040993482647,76.7158693255915
glucose_5,3.01410137910393,10.1934623899725,96.52269810344548,75.2131935299149
glucose_5,2.8807281466559305,10.0536815069886,90.9865654564488,67.5216992388238
glucose_5,2.85557663673599,9.19073225826944,82.45059751633471,61.4153320630595
glucose_5,2.8834020300839702,8.95435397961539,81.112788397674,60.6938282263455
glucose_5,2.7490496367328703,8.75759137915508,75.6340108947179,54.75361581447601
glucose_5,2.8445885487570397,8.042445348610551,71.8716223895495,53.0362190052139
glucose_5,3.0226186701956896,8.52816328901366,80.9820451664087,64.67651047007361
glucose_5,2.8286350841496803,9.10830617436392,80.94022686781071,60.256276864479
glucose_5,2.8267217529726603,8.6735426021797,77.0245996530566,57.2688115165185
glucose_5,2.39218151044421,9.073791936167687,68.1919043092023,41.8700158082368
glucose_5,2.67453773908318,9.55888761597928,80.3167189655868,55.722724531113
glucose_5,2.8832804473892004,9.39250448770724,85.07817606954559,63.881312906473
glucose_5,3.03018621743127,9.145431239732211,87.0609456317701,68.4319825339694
glucose_5,2.66705286667932,9.60205253056489,80.4536171800265,55.702775971597205
glucose_5,2.80108891832026,8.52322323005039,75.0033447728955,55.6917755169411
glucose_5,2.9987417624421,9.002433862403821,84.81035481011091,65.8628414691039
glucose_5,2.81782804125449,9.50031082611247,84.1011963762769,61.41336587366221
glucose_5,2.97043211226172,9.56761697808562,89.2839272139868,68.9520072940001
glucose_5,2.93486068835321,8.95426530599567,82.5595508663467,63.588558736501795
glucose_5,2.9172593213842797,8.210829215816691,75.25093974714059,56.98031521576549
glucose_5,2.96035802937815,9.90260608418749,92.0966036730851,70.61760512937559
glucose_5,2.85476627428121,9.648052686228173,86.52868357732771,63.7549280586924
glucose_5,2.95006494105749,10.2071446400225,94.5988197597073,73.9145473783903
glucose_5,2.87264929885341,8.694244326363,78.4628940295185,58.210564062024794
glucose_5,2.47365558925057,10.409820240070198,80.8969847863133,51.23921527651179
glucose_5,2.76029979305008,9.84019121836864,85.33155570277509,60.2052564660124
glucose_5,2.8204900392359,10.9398414779954,96.9360841707876,70.41441267492449
glucose_5,2.55365695002201,9.803061261188551,78.64554827766591,51.2317795970206
glucose_5,2.92705884548346,10.5307782826176,96.8371045320381,72.5776671794266
glucose_5,2.88835835892362,9.979440397404632,90.5538952459074,67.2020660347623
glucose_5,2.8570927942118,9.42369437371207,84.5854007639619,62.0142591818836
glucose_5,3.0340922836191497,8.17838856070328,77.95543494411442,61.217783752196
glucose_5,2.9997635496110298,10.5360056139965,99.2916870358054,77.1040448839906
glucose_5,2.90125381340047,10.2445403015553,93.3744533440622,70.41713714473809
glucose_5,2.6028778574526803,8.01794411342428,65.5641879218136,43.8380024167056
glucose_5,3.10887339557963,8.96482544554375,87.55778105985071,71.35065635946641
glucose_5,3.0254955988338397,9.36416953053232,89.00525849517972,70.5526069028309
glucose_5,3.1593224201881003,8.01102397575729,79.5118491565194,65.3566211514092
glucose_5,3.0078284434510203,10.7095534961585,101.198552167515,79.4854149977523
glucose_5,3.0851025064252298,9.32929850743814,90.4208240389622,73.51146348043899
glucose_5,2.88873036880136,8.8359105768909,80.18778029640009,59.717103039012
glucose_5,2.82176998991475,9.6845429567161,85.8520387441658,62.6866632683613
glucose_5,2.9342777931511597,9.2624611695659,85.3841972853123,64.7128806849038
glucose_5,3.06386603468768,8.94598064723942,86.1088123295805,68.7928216134595
glucose_5,2.83702813589534,9.995598118714213,89.0886344683655,66.1132612551185
glucose_5,2.8317510365581,8.69783560995683,77.3777569386768,56.3521094373835
glucose_5,2.9895404006057995,10.2973058243089,96.7114535719767,75.3927850828845
glucose_5,2.8731414542779397,9.149587369277947,82.5863722782135,61.15333285886211
glucose_5,2.55609892872352,8.4257251293801,67.6604400671739,45.25371057768311
glucose_5,2.9976354565778704,8.08372505739591,76.1272643579957,60.5744793698767
glucose_5,2.8275767759358503,10.5793688895559,93.9775328212533,68.2198549341169
glucose_5,2.8332899722892004,8.179243568964209,72.80379840755741,54.2722259743406
glucose_4,3.1368965493211203,10.7145704522266,105.590496990223,87.0880421402864
glucose_4,2.89057278383217,11.221490318255698,101.902378518201,75.45708665120421
glucose_4,2.98386792199198,11.585992567887402,108.608224463991,83.9958450530978
glucose_4,2.8532958391287897,10.4545788919601,93.713729126998,68.6691447094448
glucose_4,2.8820484471498196,11.5281937885993,104.378828459292,77.7200232324291
glucose_4,2.9036380597748797,10.6711837280176,97.3430501546898,73.4251834175806
glucose_4,3.0335438491164703,11.1719222400257,106.470196073236,84.0597179946627
glucose_4,3.00673778787947,9.656527716313391,91.2150330372726,70.64963360588192
glucose_4,2.85760549526052,10.4438910516557,93.75932623054408,69.6953622617828
glucose_4,2.82081613475864,11.2254700398196,99.47849056214892,71.9643867245457
glucose_4,2.85465396761931,9.206989759045198,82.56975666257871,60.1577416475245
glucose_4,2.96667943904579,10.9026903949458,101.614146556202,78.3293719959172
glucose_4,3.02315571610739,11.307078465756,107.389246705607,83.0382349798598
glucose_4,2.8458383764115,12.0043801029732,107.32473939671,78.0000645642081
glucose_4,2.8236234611435096,11.247433453555,99.7723236241902,72.2986076154452
glucose_4,3.0245934588959,10.7791362630864,102.423790303058,80.616130746246
glucose_4,2.9468272117859797,9.84989206149458,91.1876483258441,69.5674691233943
glucose_4,2.8585510636979996,10.8035944456671,97.0206322042792,72.17563924342659
glucose_4,2.87844715233756,11.6740895403521,105.567722688191,78.4673535796754
glucose_4,2.95574467259855,11.133970641714098,103.387220559381,79.45883639359471
glucose_4,2.80697432678316,11.5199524393991,101.587202115631,72.6053629770008
glucose_4,3.07438886285743,11.8213364869039,114.17611207477,90.0195961742366
glucose_4,2.85541840678989,9.55481062761096,85.7120162573868,64.0257519641946
glucose_4,2.8116861034142406,11.468086502802,101.299585254046,73.1182425330456
glucose_4,3.00127207137725,9.52403670650381,89.7999924435186,70.0756109714499
glucose_4,2.961017881786,11.5742824962951,107.667587241021,82.3288775777343
glucose_4,2.9202297460100497,9.35971072439118,85.86759902152309,65.23846809388479
glucose_4,3.1582110594894903,10.4037085463265,103.223647196876,84.2308876267642
glucose_4,2.8582480622022097,8.836629759478429,79.3480849408621,58.8437521025301
glucose_4,2.93629062653884,12.412650744887,114.502098787053,86.91990443616459
glucose_4,2.80107143496652,9.54156442598192,83.964101394824,60.6660210416541
glucose_4,2.9302643843428795,12.106488603103,111.448666575949,83.8003789011109
glucose_4,2.9435444036332297,10.3338914883448,95.5618087234247,72.9236508765356
glucose_4,2.95019304457767,11.5934103668707,107.45126089966298,81.80753215659
glucose_4,2.74888455303512,11.717787612300802,101.193355158946,71.52654033516141
glucose_4,2.9894589194990497,10.030421374635,94.202329070681,72.4939067971565
glucose_4,3.049581480079,9.13238792455122,87.493233143026,69.5950331127558
glucose_4,2.96226726662757,12.197571097878198,113.513488471246,86.40881568299231
glucose_4,2.94826364856084,11.0671902917101,102.507010448034,77.6463902134959
glucose_4,2.99989198190519,10.0723849420432,94.92657356187593,73.240744424358
glucose_4,2.8544198020095597,10.0625844959209,90.2354645308331,66.75752951103911
glucose_4,2.94588411194873,11.3176142270605,104.741892676911,78.8320931523958
glucose_4,2.69215673487066,12.4418398902389,105.228849333788,72.6049308163015
glucose_4,2.76447595637664,11.1753546112246,97.0563606964914,68.9957707858132
glucose_4,2.73115207292305,10.9652202184271,94.0834238253072,66.5622963874798
glucose_4,2.97618099262304,11.8408081892629,110.710944899248,84.5656249048543
glucose_4,2.8659798348185004,9.70088832977564,87.3442878770972,64.5934662626937
glucose_4,2.82860248574453,9.48224696925724,84.2622504416906,61.4750991772433
glucose_4,3.0208337474594904,10.5251750540075,99.8863226720722,78.78834517574471
glucose_4,2.9313890733056303,11.8201172310711,108.854182670114,82.29036954862241
glucose_4,2.89874161387487,11.3053006867514,102.953590134905,75.82240787529041
glucose_4,2.90284959254534,9.84152425256551,89.7504787208825,67.1362356878854
glucose_4,2.83068562637236,9.39686878022311,83.5650494805125,60.87726448120421
glucose_4,2.7224522806888505,11.2321213938047,96.06649316534693,67.26344953075571
glucose_4,2.8922397074211,10.3690342271424,94.2155233659118,69.9697246825253
glucose_4,2.78143315363892,11.198104644573,97.850493711494,69.3270829054221
glucose_4,2.8470399611549,11.8693951868908,106.162717146354,78.0367618706987
glucose_4,2.58492432593378,11.012009460256,89.42609817275009,59.2927738627843
glucose_4,2.81672415570293,11.4486207618893,101.308844145909,73.0798338674266
glucose_4,2.75194807726183,9.288611931261311,80.3046931753372,57.22323242027989
glucose_3,2.85157491856022,11.1860211047927,100.209822583061,73.5100900597985
glucose_3,2.63118798275386,8.48331297887882,70.1240901800882,47.871591617427995
glucose_3,2.88892863213211,9.97885745025112,90.5664833399173,67.0581271487587
glucose_3,2.98411792718275,10.0031521995161,93.7783810763512,72.37524526342071
glucose_3,2.85301743699696,10.8562307343872,97.3045982222034,72.092228236946
glucose_3,2.7232317377976094,10.387584979228,88.8687481047011,62.3351799765515
glucose_3,3.0497991722308098,10.7263277973472,102.77137801035,80.7682262211732
glucose_3,2.94539563936427,10.193931888816,94.3268300374387,71.51146882325709
glucose_3,2.9082176756954596,12.0497260919073,110.091542640745,82.25838228403741
glucose_3,2.90402845907101,11.59845528844,105.815891057322,78.4374756250607
glucose_3,3.03324905441122,10.2030612434585,97.227347349654,76.7958257435803
glucose_3,2.77799959594684,10.1003475710691,88.1491989072294,63.0881066078735
glucose_3,2.62488565036895,10.6206911699544,87.5816336817036,59.4040342690341
glucose_3,2.8591992324464703,13.0896176112288,117.576695702859,86.4155322753203
glucose_3,2.91221153015253,9.92799385279273,90.8310405184606,68.4159821269643
glucose_3,2.9942967927321296,12.7436391362451,119.87763952566002,91.2099184288151
glucose_3,2.99612011695646,10.667300726006,100.406916926096,78.6023795074231
glucose_3,2.94039329442127,12.2516387267553,113.174732929981,85.4730394602854
glucose_3,2.89164568419077,9.97119201445092,90.582025900937,67.4731137256326
glucose_3,2.9285757905088596,10.1686659392669,93.55571467960728,70.2746436816893
glucose_3,2.61675351215387,10.8881421929374,89.508952002039507,60.081404913209
glucose_3,2.45434833231069,10.671079705698698,82.28002904224479,51.552489673263
glucose_3,2.96950455644764,10.9899915956519,102.525342551775,78.9634569616704
glucose_3,3.06007911292965,12.2577032648603,117.839700748819,93.2026148639618
glucose_3,2.9724907076355698,9.72310044553692,90.79776336911507,70.3387975578625
glucose_3,2.9536921747747797,11.5270263862983,106.962708710759,81.632753956684
glucose_3,2.96295493782888,10.417920185611,96.9741418525728,75.1814782121148
glucose_3,3.05675328045123,11.0314661879332,105.93598226692001,83.5278706586684
glucose_3,2.90598310149979,11.0542880146154,100.919184618212,75.6962789407312
glucose_3,2.8502583526860805,12.2569418956617,109.752956263275,80.6953575450384
glucose_3,2.96929678372347,10.4650202059371,97.6210673555649,75.0225297891235
glucose_3,2.91493767082299,11.766024452540698,107.747919248516,80.2403755405402
glucose_3,2.9868741827908396,11.8372321033513,111.075164485429,85.6219657528568
glucose_3,2.7906047849406295,11.537129322899402,101.145360827318,72.0311669913351
glucose_3,2.65047962726167,11.5158770012059,95.8895677029767,65.3243605215917
glucose_3,2.59051814830996,10.7569362617792,87.5437421703669,58.5072472622503
glucose_3,2.6366960069532,12.088940800157198,100.137832092541,67.3563970100603
glucose_3,2.95101011363729,11.3534637745551,105.256505932654,79.7970795824386
glucose_3,2.91579400340279,11.559232527319,105.885309724984,78.8854604114531
glucose_3,2.63752921523135,11.9735806856998,99.2135973157568,67.47973562966911
glucose_3,2.93633323213768,10.0487489664965,92.6973267638186,70.46382419224341
glucose_3,2.91621697220614,10.7380082309916,98.3769691426616,73.99288322581909
glucose_3,3.03106547133866,10.670218544688598,101.605801158714,80.0612728931529
glucose_3,2.9187408427956,10.4240744385557,95.5834962492709,72.3953114731541
glucose_3,2.9048183940385197,11.9905952350458,109.423247929286,81.2634301342728
glucose_3,3.04282828454992,12.2004001849983,116.627614714756,90.5075326461018
glucose_3,2.79762338157939,9.27948659301391,81.557343294951,59.6193877637663
glucose_3,3.10736529415035,12.5659389238539,122.669650536242,98.80956818426132
glucose_3,2.64589816179581,10.5291834694464,87.52209213801581,60.3343798742958
glucose_3,2.94653768581128,9.90771283091273,91.7139256542732,69.9570512696229
glucose_3,2.68130010061207,10.5020322178196,88.4644218244986,61.3619877368177
glucose_3,2.7382683337281097,9.92915537168854,85.4157942152714,59.9433149621863
glucose_3,2.7001430222254403,8.896682116064039,75.4683256139201,53.1942289367605
glucose_3,2.95255987059027,11.2487325044528,104.340322526065,79.3528407290985
glucose_3,2.64497524238091,11.0275372983763,91.6326020794593,62.551497218406
glucose_3,2.86439228030519,11.577391070764302,104.182091253125,77.0360327179384
glucose_3,2.89543128147733,13.1610512794424,119.716418577153,88.0645029732123
glucose_3,2.95786312322416,11.5541528250944,107.365821939033,81.7055519940893
glucose_3,2.95749076494605,11.7118919539074,108.817896638395,82.7568252065324
glucose_3,2.9263601868125804,10.887781283288,100.096073207542,75.3197464080004
glucose_2,2.98456292245264,12.9028756177856,120.980986872729,92.94155573172372
glucose_2,3.12827864139948,11.0972080236077,109.060887978121,88.80418208781342
glucose_2,3.09433417874293,13.0236217016712,126.604417618467,99.3710669696714
glucose_2,3.1001366859952597,14.3045931548791,139.317677340603,110.681461819445
glucose_2,3.03636924147752,14.443519340159,137.777240879733,107.276593170526
glucose_2,2.9014735525346897,14.3744251027635,131.02644962927,97.28666284911247
glucose_2,2.97225563513551,13.4021708638837,125.144331364647,95.2539718874308
glucose_2,2.93594097073205,13.6555393987537,125.952285299421,94.4400806823282
glucose_2,2.9908535984828104,12.8566104912157,120.801273918782,92.1529962219226
glucose_2,2.9515590666077203,13.7723267886321,127.705226151224,96.37004333087228
glucose_2,3.13374604621588,14.2736245543029,140.523170827279,112.272273463029
glucose_2,3.07255348373649,12.1719719219895,117.492532768076,92.3594781625764
glucose_2,2.91317856014095,13.0539481707961,119.469999478423,89.20353975376091
glucose_2,2.9611452059892303,13.7931920795381,128.314093826259,97.0967016548182
glucose_2,3.1096541359239,14.4132289034711,140.806675560865,111.909414349725
glucose_2,3.00021528922903,13.0480277121595,122.983589060447,94.6544512415885
glucose_2,3.0379010639516495,12.0757565288485,115.249180749065,90.31427890228572
glucose_2,2.9949032644895603,13.7152774029918,129.043836998148,99.3116199880315
glucose_2,3.06115053528047,13.746678197864098,132.200265056872,103.022866298362
glucose_2,3.0990676665453702,14.3278813350556,139.496370370136,110.777637337327
glucose_2,3.01519730480461,12.612370209723698,119.470950523978,92.72117321292232
glucose_2,2.9907368120019,14.8724140379442,139.736395497724,106.321021266195
glucose_2,3.00368989018183,12.858261516189302,121.335314414934,93.618221062291
glucose_2,3.03028060628972,14.2069628851089,135.248969553418,104.232303223594
glucose_2,3.00372595266885,12.962753561545,122.32280862424,93.9905999069405
glucose_2,3.1160966245315898,15.2373366668889,149.166002739634,118.999888761098
glucose_2,3.1735251372911604,13.8085928991299,137.670611495574,112.449771523974
glucose_2,2.91395872630161,14.5288672449027,133.00409861325198,99.6168601040192
glucose_2,3.07271277008551,13.0561552764189,126.033833026813,99.4385532742569
glucose_2,2.9047486539314904,14.1296882197055,128.940993095524,95.9422750166231
glucose_2,2.9588358995811004,14.6054572968784,135.764402098559,102.302597942939
glucose_2,3.1509150122655805,11.677386037918902,115.593176863047,93.8920146098711
glucose_2,3.0071789422082205,13.618018651449098,128.653933480379,98.98407441991093
glucose_2,3.17795003936714,11.0690839331819,110.511791333124,90.214052501809
glucose_2,3.07660434017262,12.738763265457498,123.125721355412,97.1273538023151
glucose_2,2.8956578547286997,14.6014338968701,132.82891480587298,98.1117677817998
glucose_2,2.83891238179532,12.2529418868988,109.280389789875,79.2611278504773
glucose_2,2.7723379400045496,13.295016850650802,115.793700503468,82.56209169081059
glucose_2,2.9848586172678195,14.075754683436902,131.991306223979,100.883452812784
glucose_2,2.97917590524404,14.049616100295902,131.495374729778,100.463057313293
glucose_2,3.05239585619685,14.3259112184172,137.376669520381,107.078101207169
glucose_2,3.0082204777230204,13.6116756800334,128.6385478243,99.7166460246719
glucose_2,3.0684680917810203,13.960231191446304,134.574908993261,105.969952476507
glucose_2,2.76812569999064,13.4056119531298,116.579536427385,82.5511188229971
glucose_2,2.9678161331396495,12.9942219883412,121.153829423727,92.2491329149292
glucose_2,2.97335848727696,12.1273179379104,113.282261355124,87.3617764752035
glucose_2,3.0447791615092896,12.8652640627153,123.062115333899,95.666743890611
glucose_2,3.0283322144680898,15.4779508114186,147.253915415959,113.477866155944
glucose_2,2.8128883016581,13.7068709614695,121.126922704476,86.4175773712167
glucose_2,2.97062734492611,12.807205744122902,119.523260969717,91.3194776595997
glucose_2,2.9262970185599904,13.7436936986044,126.348981416826,94.8659246620157
glucose_2,3.0560437446337096,15.2267913849757,146.190057496452,114.779973621649
glucose_2,3.00060729201387,15.364072096809,144.832280647711,111.470397796707
glucose_2,3.0622000738533397,13.3139133645797,128.082313047458,100.05450726358
glucose_2,3.11877787245683,13.997664466932198,137.148131743344,109.60696220691
glucose_2,3.0896918328189997,14.708990775387,142.773600947734,112.255406045014
glucose_2,3.0703897055090694,14.226788099874598,137.23037084400298,107.325040730595
glucose_2,2.97877824648932,12.394503707882,115.989102518017,88.1244800733358
glucose_2,2.7475813234599995,14.2398882908628,122.915601476295,86.1283045876607
glucose_2,2.87254075743432,14.4382527842987,130.295888972454,96.4571780432645
glucose_1,3.0814071917274797,10.4248694394041,100.918221700636,80.1949504088683
glucose_1,2.77294916849854,11.7569013806722,102.419972871438,73.23492454467049
glucose_1,3.0873765866323,11.5636286699319,112.158867699899,88.768165423955807
glucose_1,2.9758899820924403,12.2108529156511,114.159680367291,88.04485324392469
glucose_1,2.8070013783923597,12.3121224327285,108.573896506782,78.7060349079045
glucose_1,2.96392394343306,12.898164725183198,120.100508701263,91.4527926705744
glucose_1,3.23348341528045,14.668019524961698,149.001962953763,123.886178894485
glucose_1,3.2021333062781503,12.9614887242338,130.38996444758,108.489056788708
glucose_1,3.0375458538420403,13.7805594647147,131.50418219024,102.8317968511
glucose_1,2.9608417726501,12.4275527834885,115.598097986566,87.85677921254971
glucose_1,3.0589436121241005,12.3722963391351,118.897208338831,93.73466031939692
glucose_1,2.81246535981001,11.840929315832,104.62195795423,75.5271481076775
glucose_1,2.95867028676935,13.192304011961602,122.621632529762,92.9124120499002
glucose_1,2.94641158204871,15.7602679016907,145.883737506412,109.557819639621
glucose_1,3.13767869454529,12.3151211560651,121.393946431869,97.5808520455353
glucose_1,3.0913559437638303,13.0608956719839,126.844560030893,100.802971407355
glucose_1,3.1870126669534904,10.810218845194,108.235106377688,89.32019992904459
glucose_1,3.02027385773857,12.1731259363147,115.504342240825,89.6744157965587
glucose_1,3.21479598699479,10.8757433046269,109.840433643058,90.7040382290086
glucose_1,3.0806888314274703,12.815796145578,124.034727682749,98.599389565441
glucose_1,3.1229388859673195,14.2833455541137,140.13392982364,111.929755387591
glucose_1,2.99297980139708,10.754464047750302,101.121250287472,78.0004732547686
glucose_1,2.96993290253212,13.921560480619302,129.892605667011,98.44734627813428
glucose_1,3.08170643674002,12.092532921604,117.073449988546,94.4073038581217
glucose_1,2.95739857890968,13.6850775586565,127.147257062795,96.3048854014715
glucose_1,3.1528849401665497,14.0054116855627,138.724725498305,111.5740133892
glucose_1,2.97772243580212,12.068263434886902,112.89608130639,86.0894833773469
glucose_1,3.0223525236885,13.0579085308744,123.984847833456,96.7100814835993
glucose_1,3.0366481466811,14.7587418052283,140.797090808277,109.773280466049
glucose_1,2.99664773665126,12.2787119364661,115.594821054846,88.94356557969591
glucose_1,3.0383441817958796,12.5053800165379,119.366850555361,93.95926371040068
glucose_1,3.1479393031083,12.2840517841355,121.483658193293,98.62272033210952
glucose_1,3.04235770500592,10.9371256683802,104.535391428597,81.9734161225639
glucose_1,3.1120465491204303,13.582376157158,132.791938558682,106.103831552499
glucose_1,3.0918851367477407,13.4368721115476,130.518299837179,103.34629728285
glucose_1,4.00825530120302,9.11990672464733,114.840650768975,120.841714621474
glucose_1,3.1889878273704797,13.0154002113855,130.394796530127,107.130543117604
